               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,            0.091093,              0.0108,           0.0081831,             0.55659,           0.0039828,          0.00035857,           7.479e-05,             0.15459,           0.0027087,            0.017752,             0.00388,             0.00388,             0.00388
                  70,            0.091251,            0.010849,           0.0081103,             0.55646,           0.0048769,           0.0003408,          7.3505e-05,             0.15445,           0.0027386,            0.017586,             0.00379,             0.00379,             0.00379
                  71,            0.090767,            0.010757,           0.0082144,             0.55658,           0.0047956,          0.00037153,          8.4317e-05,             0.15447,           0.0027335,             0.01744,              0.0037,              0.0037,              0.0037
                  72,             0.09013,            0.010764,           0.0081565,             0.33428,           0.0059335,          0.00038187,          7.6546e-05,             0.15491,           0.0027045,            0.017672,             0.00361,             0.00361,             0.00361
                  73,            0.090333,            0.010743,           0.0081661,             0.66779,            0.005202,          0.00035521,          8.1442e-05,             0.15485,           0.0027429,            0.017571,             0.00352,             0.00352,             0.00352
                  74,            0.089346,            0.010724,           0.0080729,              0.3342,           0.0065025,          0.00036565,          8.5949e-05,             0.15474,           0.0027677,            0.017523,             0.00343,             0.00343,             0.00343
                  75,            0.088783,            0.010716,           0.0079223,             0.11198,           0.0081281,          0.00037249,          8.5519e-05,             0.15466,           0.0027391,            0.017775,             0.00334,             0.00334,             0.00334
                  76,            0.089053,            0.010696,           0.0080379,             0.66764,           0.0025197,          0.00036566,          8.1331e-05,             0.15487,           0.0027741,             0.01736,             0.00325,             0.00325,             0.00325
                  77,            0.088842,            0.010705,            0.008046,             0.66745,            0.002601,          0.00035099,          7.5135e-05,             0.15513,           0.0028271,            0.017196,             0.00316,             0.00316,             0.00316
                  78,            0.088594,            0.010637,            0.007955,             0.66751,           0.0025197,          0.00033556,          7.1817e-05,             0.15519,           0.0028613,             0.01711,             0.00307,             0.00307,             0.00307
                  79,             0.08783,            0.010534,           0.0078574,             0.66763,           0.0028448,          0.00034994,          7.5935e-05,             0.15529,            0.002816,             0.01708,             0.00298,             0.00298,             0.00298
                  80,            0.087508,            0.010644,           0.0079491,             0.66752,           0.0021946,          0.00026362,          5.7388e-05,             0.15547,           0.0027284,            0.017553,             0.00289,             0.00289,             0.00289
                  81,            0.087526,              0.0105,           0.0078339,             0.66756,            0.002601,           0.0003237,          6.5912e-05,             0.15561,           0.0027835,            0.017171,              0.0028,              0.0028,              0.0028
                  82,            0.087229,            0.010564,           0.0078301,             0.66761,           0.0030074,          0.00033327,          6.8892e-05,             0.15565,           0.0027096,            0.017586,             0.00271,             0.00271,             0.00271
                  83,             0.08686,            0.010545,           0.0078225,             0.33441,            0.005771,          0.00036493,          7.4922e-05,             0.15557,           0.0026596,            0.018185,             0.00262,             0.00262,             0.00262
                  84,            0.086904,            0.010523,           0.0078622,             0.66786,           0.0032512,           0.0003353,          7.2052e-05,             0.15572,           0.0027057,            0.017929,             0.00253,             0.00253,             0.00253
                  85,            0.086087,            0.010436,           0.0077603,             0.22312,           0.0076404,          0.00037724,          7.7357e-05,             0.15551,            0.002757,            0.017616,             0.00244,             0.00244,             0.00244
                  86,            0.085547,            0.010448,           0.0078007,             0.44547,           0.0050394,           0.0003629,          7.9713e-05,              0.1557,            0.002719,            0.017629,             0.00235,             0.00235,             0.00235
                  87,            0.085889,            0.010462,           0.0078122,             0.66749,           0.0021946,          0.00037387,          8.1015e-05,             0.15573,           0.0027352,            0.017636,             0.00226,             0.00226,             0.00226
                  88,            0.085573,             0.01039,              0.0077,          0.00057944,            0.013574,          0.00034636,          7.8566e-05,             0.15568,           0.0027391,            0.017576,             0.00217,             0.00217,             0.00217
                  89,             0.08505,            0.010327,           0.0077381,             0.22316,            0.005771,          0.00035393,          7.4499e-05,             0.15564,            0.002722,            0.017561,             0.00208,             0.00208,             0.00208
                  90,            0.085203,            0.010432,           0.0076619,           0.0004924,            0.023745,          0.00033218,          7.0323e-05,             0.15591,           0.0027203,            0.017873,             0.00199,             0.00199,             0.00199
                  91,            0.085145,            0.010305,           0.0076585,          0.00073224,            0.024279,          0.00038695,          7.8914e-05,             0.15557,           0.0027062,            0.018064,              0.0019,              0.0019,              0.0019
                  92,            0.083758,            0.010291,           0.0077358,          0.00051331,            0.033962,          0.00037015,          7.7614e-05,              0.1558,           0.0027151,            0.017856,             0.00181,             0.00181,             0.00181
                  93,            0.083701,            0.010183,           0.0076639,          0.00044862,            0.015443,          0.00029047,          6.6969e-05,             0.15594,           0.0027416,            0.017805,             0.00172,             0.00172,             0.00172
                  94,            0.083353,            0.010256,           0.0076897,             0.55646,           0.0034138,          0.00033887,          7.0921e-05,             0.15578,           0.0027698,            0.017715,             0.00163,             0.00163,             0.00163
                  95,            0.083409,            0.010183,           0.0076014,          0.00085565,           0.0090222,          0.00039655,          7.6092e-05,             0.15597,           0.0027421,            0.017929,             0.00154,             0.00154,             0.00154
                  96,            0.083041,            0.010213,           0.0076872,          0.00054273,            0.035006,          0.00038624,          7.7246e-05,             0.15604,           0.0027357,            0.017974,             0.00145,             0.00145,             0.00145
                  97,            0.082125,            0.010078,           0.0077753,             0.11204,           0.0082094,          0.00038411,          7.6282e-05,             0.15597,           0.0027668,            0.017777,             0.00136,             0.00136,             0.00136
                  98,            0.081807,            0.010095,           0.0075723,             0.22316,           0.0076404,          0.00040089,          7.8422e-05,              0.1559,           0.0027532,            0.017762,             0.00127,             0.00127,             0.00127
                  99,            0.082233,            0.010061,           0.0075868,             0.22317,            0.007234,           0.0003673,          7.5269e-05,               0.156,           0.0027938,            0.017745,             0.00118,             0.00118,             0.00118
